# Event	Time [ms]	ADC	datum
4777	66883	3	1701
4778	66899	0	4899
4778	66899	1	0
4778	66899	2	1578
4778	66899	3	1584
4779	66904	0	8191
4779	66904	1	0
4779	66904	2	1668
4779	66904	3	1535
4780	66914	0	2439
4780	66914	1	0
4780	66914	2	1611
4780	66914	3	1515
4781	66951	0	8191
4781	66951	1	44
4781	66951	2	1541
4781	66951	3	2730
4782	66966	0	1622
4782	66966	1	0
4782	66966	2	1642
4782	66966	3	1510
4783	66989	0	8191
4783	66989	1	0
4783	66989	2	1564
4783	66989	3	1698
4784	66991	0	2441
4784	66991	1	53
4784	66991	2	1630
4784	66991	3	1520
4785	67013	0	4082
4785	67013	1	0
4785	67013	2	1581
4785	67013	3	1555
4786	67027	0	3260
4786	67027	1	103
4786	67027	2	1602
4786	67027	3	1526
4787	67032	0	8191
4787	67032	1	0
4787	67032	2	1677
4787	67032	3	1553
4788	67033	0	2031
4788	67033	1	0
4788	67033	2	1648
4788	67033	3	1518
4789	67046	0	7361
4789	67046	1	88
4789	67046	2	1548
4789	67046	3	2732
4790	67071	0	1210
4790	67071	1	47
4790	67071	2	1648
4790	67071	3	1520
4791	67071	0	8181
4791	67071	1	0
4791	67071	2	1491
4791	67071	3	1631
4792	67079	0	2850
4792	67079	1	99
4792	67079	2	1620
4792	67079	3	1512
4793	67107	2	1676
4793	67107	3	1596
4794	67117	0	3262
4794	67117	1	0
4794	67117	2	1598
4794	67117	3	1529
4795	67120	0	803
4795	67120	1	0
4795	67120	2	1625
4795	67120	3	1515
4796	67132	0	6546
4796	67132	1	0
4796	67132	2	1560
4796	67132	3	1643
4797	67142	0	8191
4797	67142	1	54
4797	67142	2	1653
4797	67142	3	1550
4798	67153	0	6954
4798	67153	1	90
4798	67153	2	1552
4798	67153	3	1662
4799	67153	0	8181
4799	67153	1	0
4799	67153	2	1559
4799	67153	3	1683
4800	67172	2	1556
4800	67172	3	1689
4801	67181	0	8191
4801	67181	1	0
4801	67181	2	1666
4801	67181	3	1539
4802	67183	0	8191
4802	67183	1	0
4802	67183	2	1666
4802	67183	3	1547
4803	67206	2	1603
4803	67206	3	1515
4804	67211	0	8180
4804	67211	1	0
4804	67211	2	1559
4804	67211	3	1699
4805	67214	0	1212
4805	67214	1	52
4805	67214	2	1651
4805	67214	3	1521
4806	67285	0	8182
4806	67285	1	0
4806	67285	2	1559
4806	67285	3	1700
4807	67308	0	4077
4807	67308	1	0
4807	67308	2	1597
4807	67308	3	1548
4808	67318	0	8191
4808	67318	1	148
4808	67318	2	1567
4808	67318	3	1711
4809	67325	0	6954
4809	67325	1	0
4809	67325	2	1561
4809	67325	3	1670
4810	67371	0	8182
4810	67371	1	0
4810	67371	2	1561
4810	67371	3	1683
4811	67375	0	1618
4811	67375	1	0
4812	67378	0	4490
4812	67378	1	0
4812	67378	2	1569
4812	67378	3	1558
4813	67383	0	8191
4813	67383	1	0
4813	67383	2	1674
4813	67383	3	1551
4814	67388	0	1211
4814	67388	1	0
4814	67388	2	1650
4814	67388	3	1521
4815	67400	0	6541
4815	67400	1	141
4815	67400	2	1558
4815	67400	3	1648
4816	67401	0	5721
4816	67401	1	0
4816	67401	2	1582
4816	67401	3	1614
4817	67416	0	8191
4817	67416	1	0
4817	67416	2	1561
4817	67416	3	1700
4818	67421	0	8191
4818	67421	1	0
4818	67421	2	1676
4818	67421	3	1544
4819	67434	0	6131
4819	67434	1	94
4819	67434	2	1553
4819	67434	3	1632
4820	67443	0	4487
4820	67443	1	0
4820	67443	2	1637
4820	67443	3	1584
4821	67455	2	1552
4821	67455	3	1685
4822	67472	2	1688
4822	67472	3	1625
4823	67491	0	4489
4823	67491	1	40
4823	67491	2	1573
4823	67491	3	1565
4824	67514	2	1561
4824	67514	3	1682
4825	67525	0	7365
4825	67525	1	132
4825	67525	2	1552
4825	67525	3	1680
4826	67548	0	2853
4826	67548	1	0
4826	67548	2	1620
4826	67548	3	1521
4827	67555	2	1672
4827	67555	3	1617
4828	67631	0	805
4828	67631	1	0
4828	67631	2	1649
4828	67631	3	1523
4829	67635	0	2848
4829	67635	1	45
4829	67635	2	1628
4829	67635	3	1521
4830	67649	0	1621
4830	67649	1	0
4830	67649	2	1629
4830	67649	3	1507
4831	67656	0	8191
4831	67656	1	0
4831	67656	2	1662
4831	67656	3	1562
4832	67670	0	7774
4832	67670	1	53
4832	67670	2	1541
4832	67670	3	1668
4833	67686	0	4080
4833	67686	1	0
4833	67686	2	1588
4833	67686	3	1542
4834	67691	0	397
4834	67691	1	0
4834	67691	2	1672
4834	67691	3	1522
4835	67695	0	8191
4835	67695	1	0
4835	67695	2	1656
4835	67695	3	1583
4836	67718	0	8191
4836	67718	1	0
4836	67718	2	1559
4836	67718	3	1712
4837	67726	0	8191
4837	67726	1	0
4837	67726	2	1660
4837	67726	3	1564
4838	67743	0	2441
4838	67743	1	0
4838	67743	2	1624
4838	67743	3	1527
4839	67743	0	7772
4839	67743	1	0
4839	67743	2	1551
4839	67743	3	1688
4840	67754	0	8191
4840	67754	1	123
4840	67754	2	1654
4840	67754	3	1556
4841	67757	0	5719
4841	67757	1	0
4841	67757	2	1557
4841	67757	3	1625
4842	67758	0	8191
4842	67758	1	0
4842	67758	2	1562
4842	67758	3	1715
4843	67780	0	8191
4843	67780	1	106
4843	67780	2	1657
4843	67780	3	1542
4844	67783	0	8191
4844	67783	1	65
4844	67783	2	1661
4844	67783	3	1527
4845	67822	0	8191
4845	67822	1	0
4845	67822	2	1571
4845	67822	3	1687
4846	67886	0	8191
4846	67886	1	44
4846	67886	2	1660
4846	67886	3	1556
4847	67901	0	3262
4847	67901	1	0
4847	67901	2	1615
4847	67901	3	1533
4848	67908	0	8191
4848	67908	1	0
4848	67908	2	1556
4848	67908	3	1691
4849	67930	0	8182
4849	67930	1	0
4849	67930	2	1559
4849	67930	3	1695
4850	67960	2	1659
4850	67960	3	1593
4851	68006	0	8191
4851	68006	1	0
4851	68006	2	1675
4851	68006	3	1579
4852	68008	0	8191
4852	68008	1	0
4852	68008	2	1675
4852	68008	3	1546
4853	68019	0	1620
4853	68019	1	0
4853	68019	2	1628
4853	68019	3	1519
4854	68050	0	4492
4854	68050	1	0
4854	68050	2	1584
4854	68050	3	1568
4855	68054	0	803
4855	68054	1	0
4855	68054	2	1660
4855	68054	3	1521
4856	68055	0	8191
4856	68055	1	0
4856	68055	2	1663
4856	68055	3	1540
4857	68062	0	7363
4857	68062	1	0
4857	68062	2	1554
4857	68062	3	1680
4858	68083	0	4079
4858	68083	1	0
4858	68083	2	1588
4858	68083	3	1553
4859	68086	0	8191
4859	68086	1	60
4859	68086	2	1681
4859	68086	3	1586
4860	68120	0	8191
4860	68120	1	51
4860	68120	2	1670
4860	68120	3	1533
4861	68122	0	8191
4861	68122	1	0
4861	68122	2	1550
4861	68122	3	1700
4862	68127	2	1682
4862	68127	3	1629
4863	68192	2	1568
4863	68192	3	1629
4864	68207	0	6130
4864	68207	1	0
4864	68207	2	1565
4864	68207	3	1634
4865	68229	0	7362
4865	68229	1	0
4865	68229	2	1559
4865	68229	3	1664
4866	68247	0	8191
4866	68247	1	139
4866	68247	2	1546
4866	68247	3	1697
4867	68249	0	8191
4867	68249	1	0
4867	68249	2	1680
4867	68249	3	1573
4868	68273	0	396
4868	68273	1	0
4868	68273	2	1646
4868	68273	3	1529
4869	68277	0	7359
4869	68277	1	0
4869	68277	2	1548
4869	68277	3	1676
4870	68279	0	8191
4870	68279	1	0
4870	68279	2	1545
4870	68279	3	1703
4871	68284	0	2440
4871	68284	1	0
4871	68284	2	1617
4871	68284	3	1512
4872	68296	0	804
4872	68296	1	0
4872	68296	2	1642
4872	68296	3	1530
4873	68302	0	2034
4873	68302	1	0
4873	68302	2	1611
4873	68302	3	1507
4874	68307	0	7363
4874	68307	1	0
4874	68307	2	1553
4874	68307	3	1684
4875	68315	0	8191
4875	68315	1	0
4875	68315	2	1550
4875	68315	3	1704
4876	68321	2	1670
4876	68321	3	1617
4877	68330	0	2032
4877	68330	1	115
4877	68330	2	1629
4877	68330	3	1520
4878	68356	0	2031
4878	68356	1	84
4878	68356	2	1639
4878	68356	3	1520
4879	68367	0	8191
4879	68367	1	0
4879	68367	2	1678
4879	68367	3	1560
4880	68377	0	5719
4880	68377	1	67
4880	68377	2	1559
4880	68377	3	1615
4881	68402	0	8191
4881	68402	1	0
4881	68402	2	1557
4881	68402	3	1688
4882	68423	0	3671
4882	68423	1	47
4882	68423	2	1597
4882	68423	3	1539
4883	68435	0	8191
4883	68435	1	0
4883	68435	2	1660
4883	68435	3	1558
4884	68443	0	7773
4884	68443	1	0
4884	68443	2	1547
4884	68443	3	1680
4885	68469	0	8191
4885	68469	1	61
4885	68469	2	1570
4885	68469	3	1724
4886	68500	2	1684
4886	68500	3	1644
4887	68506	0	4079
4887	68506	1	0
4887	68506	2	1580
4887	68506	3	1549
4888	68527	2	1660
4888	68527	3	1573
4889	68547	2	1553
4889	68547	3	1689
4890	68547	2	1669
4890	68547	3	1604
4891	68572	0	3669
4891	68572	1	0
4891	68572	2	1598
4891	68572	3	1532
4892	68587	0	1622
4892	68587	1	0
4892	68587	2	1642
4892	68587	3	1518
4893	68589	2	1673
4893	68589	3	1598
4894	68590	0	8191
4894	68590	1	0
4894	68590	2	1560
4894	68590	3	1552
4895	68609	2	1683
4895	68609	3	1633
4896	68635	0	6954
4896	68635	1	44
4896	68635	2	1570
4896	68635	3	1655
4897	68651	0	5309
4897	68651	1	0
4897	68651	2	1564
4897	68651	3	1596
4898	68656	0	2030
4898	68656	1	0
4898	68656	2	1641
4898	68656	3	1516
4899	68663	2	1683
4899	68663	3	1616
4900	68709	0	8191
4900	68709	1	0
4900	68709	2	1669
4900	68709	3	1545
4901	68744	0	8191
4901	68744	1	0
4901	68744	2	1650
4901	68744	3	1548
4902	68765	0	8191
4902	68765	1	0
4902	68765	2	1660
4902	68765	3	1544
4903	68777	0	4487
4903	68777	1	0
4903	68777	2	1583
4903	68777	3	1550
4904	68789	0	2441
4904	68789	1	143
4904	68789	2	1634
4904	68789	3	1524
4905	68798	0	5311
4905	68798	1	0
4905	68798	2	1568
4905	68798	3	1595
4906	68798	0	8191
4906	68798	1	0
4906	68798	2	1554
4906	68798	3	1709
4907	68805	2	1677
4907	68805	3	1595
4908	68818	0	1621
4908	68818	1	63
4908	68818	2	1655
4908	68818	3	1513
4909	68831	0	4490
4909	68831	1	53
4909	68831	2	1589
4909	68831	3	1563
4910	68842	0	2440
4910	68842	1	0
4910	68842	2	1629
4910	68842	3	1521
4911	68860	0	8191
4911	68860	1	136
4911	68860	2	1544
4911	68860	3	1696
4912	68863	2	1658
4912	68863	3	1523
4913	68898	2	1669
4913	68898	3	1608
4914	68931	0	2030
4914	68931	1	0
4914	68931	2	1620
4914	68931	3	1512
4915	68945	0	1623
4915	68945	1	0
4915	68945	2	1642
4915	68945	3	1516
4916	68945	0	2032
4916	68945	1	0
4916	68945	2	1623
4916	68945	3	1512
4917	68949	0	4490
4917	68949	1	0
4917	68949	2	1589
4917	68949	3	1564
4918	68951	0	8191
4918	68951	1	0
4918	68951	2	1657
4918	68951	3	1583
4919	68958	0	4902
4919	68958	1	142
4919	68958	2	1579
4919	68958	3	1579
4920	68988	2	1675
4920	68988	3	1540
4921	68990	0	8191
4921	68990	1	0
4921	68990	2	1668
4921	68990	3	1538
4922	69014	2	1554
4922	69014	3	1679
4923	69049	0	8191
4923	69049	1	0
4923	69049	2	1667
4923	69049	3	1544
4924	69080	0	801
4924	69080	1	0
4924	69080	2	1654
4924	69080	3	1529
4925	69089	0	396
4925	69089	1	0
4925	69089	2	1664
4925	69089	3	1527
4926	69093	0	6133
4926	69093	1	0
4926	69093	2	1564
4926	69093	3	1636
4927	69100	0	3261
4927	69100	1	0
4927	69100	2	1617
4927	69100	3	1519
4928	69108	0	2852
4928	69108	1	72
4928	69108	2	1626
4928	69108	3	1522
4929	69113	0	8191
4929	69113	1	0
4929	69113	2	1525
4929	69113	3	1666
4930	69118	0	1619
4930	69118	1	0
4930	69118	2	1651
4930	69118	3	1510
4931	69125	0	2442
4931	69125	1	61
4931	69125	2	1617
4931	69125	3	1514
4932	69130	0	1212
4932	69130	1	37
4932	69130	2	1637
4932	69130	3	1520
4933	69154	2	1654
4933	69154	3	1594
4934	69182	0	3670
4934	69182	1	0
4934	69182	2	1601
4934	69182	3	1547
4935	69204	2	1675
4935	69204	3	1622
4936	69253	0	6132
4936	69253	1	54
4936	69253	2	1562
4936	69253	3	1630
4937	69272	0	7774
4937	69272	1	0
4937	69272	2	1560
4937	69272	3	1680
4938	69307	2	1605
4938	69307	3	1528
4939	69321	0	8191
4939	69321	1	42
4939	69321	2	1662
4939	69321	3	1530
4940	69341	2	1664
4940	69341	3	1566
4941	69344	0	5311
4941	69344	1	0
4941	69344	2	1567
4941	69344	3	1600
4942	69380	0	1214
4942	69380	1	0
4942	69380	2	1634
4942	69380	3	1516
4943	69399	0	6953
4943	69399	1	0
4943	69399	2	1562
4943	69399	3	1665
4944	69414	2	1674
4944	69414	3	1594
4945	69455	0	3260
4945	69455	1	0
4945	69455	2	1609
4945	69455	3	1530
4946	69467	0	6951
4946	69467	1	52
4946	69467	2	1560
4946	69467	3	1666
4947	69477	0	8191
4947	69477	1	157
4947	69477	2	1548
4947	69477	3	1701
4948	69489	0	8191
4948	69489	1	0
4948	69489	2	1556
4948	69489	3	1704
4949	69503	0	4492
4949	69503	1	0
4949	69503	2	1572
4949	69503	3	1559
4950	69518	2	1684
4950	69518	3	1627
4951	69522	0	6543
4951	69522	1	0
4951	69522	2	1553
4951	69522	3	1649
4952	69546	0	8191
4952	69546	1	0
4952	69546	2	1661
4952	69546	3	1541
4953	69556	0	8191
4953	69556	1	63
4953	69556	2	1674
4953	69556	3	1563
4954	69571	0	4487
4954	69571	1	0
4954	69571	2	1576
4954	69571	3	1555
4955	69579	0	802
4955	69579	1	78
4955	69579	2	1646
4955	69579	3	1523
4956	69608	0	8191
4956	69608	1	43
4956	69608	2	1669
4956	69608	3	1564
4957	69621	2	1667
4957	69621	3	1600
4958	69645	0	8191
4958	69645	1	0
4958	69645	2	1652
4958	69645	3	1547
4959	69660	0	2442
4959	69660	1	56
4959	69660	2	1619
4959	69660	3	1524
4960	69661	0	8191
4960	69661	1	0
4960	69661	2	1660
4960	69661	3	1533
4961	69669	0	7363
4961	69669	1	71
4961	69669	2	1555
4961	69669	3	1674
4962	69726	0	4078
4962	69726	1	0
4962	69726	2	1588
4962	69726	3	1546
4963	69728	0	6955
4963	69728	1	0
4963	69728	2	1561
4963	69728	3	1660
4964	69729	2	1551
4964	69729	3	1701
4965	69744	0	4902
4965	69744	1	82
4965	69744	2	1577
4965	69744	3	1578
4966	69756	0	2443
4966	69756	1	0
4966	69756	2	1625
4966	69756	3	1518
4967	69781	2	1520
4967	69781	3	1507
4968	69804	0	2851
4968	69804	1	81
4968	69804	2	1609
4968	69804	3	1515
4969	69813	0	6133
4969	69813	1	0
4969	69813	2	1554
4969	69813	3	1628
4970	69821	2	1576
4970	69821	3	1699
4971	69822	2	1642
4971	69822	3	1519
4972	69868	0	3670
4972	69868	1	44
4972	69868	2	1599
4972	69868	3	1537
4973	69883	0	8191
4973	69883	1	0
4973	69883	2	1671
4973	69883	3	1579
4974	69923	0	4489
4974	69923	1	45
4974	69923	2	1590
4974	69923	3	1564
4975	69957	0	4078
4975	69957	1	0
4975	69957	2	1606
4975	69957	3	1546
4976	69967	0	8191
4976	69967	1	0
4976	69967	2	1664
4976	69967	3	1565
4977	69985	0	7364
4977	69985	1	0
4977	69985	2	1569
4977	69985	3	1666
4978	69990	0	8191
4978	69990	1	0
4978	69990	2	1671
4978	69990	3	1570
4979	69993	2	2711
4979	69993	3	1647
4980	70010	0	8191
4980	70010	1	0
4980	70010	2	1650
4980	70010	3	1534
4981	70024	0	805
4981	70024	1	0
4981	70024	2	1661
4981	70024	3	1523
4982	70025	0	3259
4982	70025	1	0
4982	70025	2	1610
4982	70025	3	1530
4983	70037	0	8191
4983	70037	1	0
4983	70037	2	1556
4983	70037	3	1703
4984	70058	0	803
4984	70058	1	0
4984	70058	2	1654
4984	70058	3	1531
4985	70058	0	7362
4985	70058	1	0
4985	70058	2	1551
4985	70058	3	1684
4986	70068	0	8191
4986	70068	1	98
4986	70068	2	1654
4986	70068	3	1572
4987	70129	0	8191
4987	70129	1	76
4987	70129	2	1666
4987	70129	3	1554
4988	70133	0	394
4988	70133	1	0
4988	70133	2	1677
4988	70133	3	1529
4989	70137	0	7364
4989	70137	1	0
4989	70137	2	1552
4989	70137	3	1670
4990	70137	0	8191
4990	70137	1	46
4990	70137	2	1563
4990	70137	3	1699
4991	70150	0	8191
4991	70150	1	52
4991	70150	2	1662
4991	70150	3	1549
4992	70170	2	1560
4992	70170	3	1702
4993	70196	2	1563
4993	70196	3	1712
4994	70196	2	1684
4994	70196	3	1600
4995	70213	2	1678
4995	70213	3	1599
4996	70254	0	8191
4996	70254	1	33
4996	70254	2	1671
4996	70254	3	1560
4997	70261	0	6543
4997	70261	1	0
4997	70261	2	1558
4997	70261	3	1645
4998	70277	0	4904
4998	70277	1	55
4998	70277	2	1575
4998	70277	3	1577
4999	70325	0	8191
4999	70325	1	0
4999	70325	2	1668
4999	70325	3	1576
5000	70335	0	6953
5000	70335	1	0
5000	70335	2	1555
5000	70335	3	1663
5001	70367	0	8191
5001	70367	1	0
5001	70367	2	1685
5001	70367	3	1579
5002	70374	0	8191
5002	70374	1	60
5002	70374	2	1673
5002	70374	3	1571
5003	70430	0	8191
5003	70430	1	0
5003	70430	2	1571
5003	70430	3	1701
5004	70449	0	8191
5004	70449	1	0
5004	70449	2	1658
5004	70449	3	1570
5005	70476	2	1689
5005	70476	3	1619
5006	70478	0	2033
5006	70478	1	0
5006	70478	2	1635
5006	70478	3	1512
5007	70483	0	8191
5007	70483	1	0
5007	70483	2	1525
5007	70483	3	1669
5008	70501	0	4081
5008	70501	1	0
5008	70501	2	1588
5008	70501	3	1551
5009	70511	0	1213
5009	70511	1	65
5009	70511	2	1646
5009	70511	3	1525
5010	70517	0	8191
5010	70517	1	0
5010	70517	2	1660
5010	70517	3	1552
5011	70520	0	8191
5011	70520	1	0
5011	70520	2	1672
5011	70520	3	1583
5012	70572	0	2851
5012	70572	1	46
5012	70572	2	1619
5012	70572	3	1519
5013	70587	0	6955
5013	70587	1	81
5013	70587	2	1547
5013	70587	3	1650
5014	70620	0	8191
5014	70620	1	0
5014	70620	2	1664
5014	70620	3	1574
5015	70628	0	5721
5015	70628	1	75
5015	70628	2	1570
5015	70628	3	1610
5016	70640	2	1676
5016	70640	3	1624
5017	70650	2	1674
5017	70650	3	1617
5018	70678	0	4903
5018	70678	1	35
5019	70778	0	8184
5019	70778	1	0
5019	70778	2	1554
5019	70778	3	1683
5020	70789	0	1619
5020	70789	1	62
5020	70789	2	1628
5020	70789	3	1513
5021	70793	0	8181
5021	70793	1	0
5021	70793	2	1544
5021	70793	3	1696
5022	70801	0	1621
5022	70801	1	0
5022	70801	2	1651
5022	70801	3	1518
5023	70816	2	1649
5023	70816	3	1515
5024	70844	0	8183
5024	70844	1	52
5024	70844	2	1562
5024	70844	3	1686
5025	70846	0	8191
5025	70846	1	0
5025	70846	2	1576
5025	70846	3	1703
5026	70875	0	7363
5026	70875	1	0
5026	70875	2	1568
5026	70875	3	1668
5027	70876	2	1591
5027	70876	3	1544
5028	70911	0	6135
5028	70911	1	61
5029	70922	0	8191
5029	70922	1	0
5029	70922	2	1659
5029	70922	3	1576
5030	70926	2	1660
5030	70926	3	1549
5031	70928	0	6132
5031	70928	1	0
5031	70928	2	1561
5031	70928	3	1636
5032	70931	0	1619
5032	70931	1	0
5032	70931	2	1648
5032	70931	3	1515
5033	70937	0	6954
5033	70937	1	59
5033	70937	2	1543
5033	70937	3	1659
5034	70958	0	4488
5034	70958	1	0
5034	70958	2	1593
5034	70958	3	1572
5035	70970	0	3261
5035	70970	1	0
5035	70970	2	1615
5035	70970	3	1518
5036	70992	0	6953
5036	70992	1	93
5036	70992	2	1550
5036	70992	3	1659
5037	70994	0	8191
5037	70994	1	0
5037	70994	2	1672
5037	70994	3	1548
5038	71005	0	4487
5038	71005	1	0
5038	71005	2	1581
5038	71005	3	1567
5039	71012	0	8191
5039	71012	1	108
5039	71012	2	1683
5039	71012	3	1532
5040	71019	0	5311
5040	71019	1	37
5040	71019	2	1569
5040	71019	3	1591
5041	71020	0	8191
5041	71020	1	57
5041	71020	2	1671
5041	71020	3	1589
5042	71048	2	1668
5042	71048	3	1606
5043	71054	2	1681
5043	71054	3	1592
5044	71059	0	395
5044	71059	1	0
5044	71059	2	1648
5044	71059	3	1530
5045	71062	0	6541
5045	71062	1	0
5045	71062	2	1566
5045	71062	3	1644
5046	71065	0	8191
5046	71065	1	80
5046	71065	2	1654
5046	71065	3	1545
5047	71075	0	8191
5047	71075	1	0
5047	71075	2	1656
5047	71075	3	1592
5048	71077	0	8183
5048	71077	1	0
5048	71077	2	1549
5048	71077	3	1700
5049	71082	0	4488
5049	71082	1	0
5049	71082	2	1599
5049	71082	3	1569
5050	71087	2	1681
5050	71087	3	1620
5051	71087	0	8182
5051	71087	1	0
5051	71087	2	1562
5051	71087	3	1687
5052	71154	2	1672
5052	71154	3	1601
5053	71161	0	397
5053	71161	1	0
5053	71161	2	1654
5053	71161	3	1529
5054	71194	0	6952
5054	71194	1	0
5054	71194	2	1552
5054	71194	3	1660
5055	71206	0	6544
5055	71206	1	44
5055	71206	2	1547
5055	71206	3	1656
5056	71207	0	8191
5056	71207	1	0
5056	71207	2	1661
5056	71207	3	1554
5057	71228	0	3262
5057	71228	1	0
5057	71228	2	1613
5057	71228	3	1531
5058	71230	0	3261
5058	71230	1	0
5058	71230	2	1604
5058	71230	3	1530
5059	71254	2	1662
5059	71254	3	1622
5060	71264	0	804
5060	71264	1	50
5060	71264	2	1645
5060	71264	3	1531
5061	71271	0	395
5061	71271	1	0
5061	71271	2	1658
5061	71271	3	1519
5062	71273	2	1667
5062	71273	3	1619
5063	71295	0	3259
5063	71295	1	0
5063	71295	2	1601
5063	71295	3	1523
5064	71301	0	805
5064	71301	1	0
5064	71301	2	1642
5064	71301	3	1521
5065	71313	2	1621
5065	71313	3	1520
5066	71320	2	1605
5066	71320	3	1515
5067	71400	2	1660
5067	71400	3	1533
5068	71404	0	1621
5068	71404	1	50
5068	71404	2	1654
5068	71404	3	1513
5069	71508	0	7774
5069	71508	1	0
5069	71508	2	1558
5069	71508	3	1705
5070	71534	0	8191
5070	71534	1	0
5070	71534	2	1672
5070	71534	3	1568
5071	71537	0	3669
5071	71537	1	37
5071	71537	2	1600
5071	71537	3	1535
5072	71539	2	1670
5072	71539	3	1607
5073	71548	0	8191
5073	71548	1	0
5073	71548	2	1571
5073	71548	3	1699
5074	71557	0	5722
5074	71557	1	0
5074	71557	2	1563
5074	71557	3	1624
5075	71564	0	802
5075	71564	1	0
5075	71564	2	1653
5075	71564	3	1529
5076	71570	0	6953
5076	71570	1	0
5076	71570	2	1553
5076	71570	3	1656
5077	71577	0	6544
5077	71577	1	54
5077	71577	2	1569
5077	71577	3	1635
5078	71582	0	393
5078	71582	1	41
5078	71582	2	1637
5078	71582	3	1525
5079	71598	2	1659
5079	71598	3	1515
5080	71601	0	8191
5080	71601	1	0
5080	71601	2	1743
5080	71601	3	2731
5081	71646	0	1621
5081	71646	1	0
5081	71646	2	1646
5081	71646	3	1524
5082	71654	0	1619
5082	71654	1	0
5082	71654	2	1646
5082	71654	3	1519
5083	71676	0	4901
5083	71676	1	0
5083	71676	2	1574
5083	71676	3	1583
5084	71683	0	8191
5084	71683	1	58
5084	71683	2	1662
5084	71683	3	1579
5085	71687	0	8191
5085	71687	1	0
5085	71687	2	1563
5085	71687	3	1698
5086	71689	0	8191
5086	71689	1	0
5086	71689	2	1662
5086	71689	3	1579
5087	71692	0	3261
5087	71692	1	0
5087	71692	2	1677
5087	71692	3	1542
5088	71704	2	1700
5088	71704	3	1614
5089	71744	0	8191
5089	71744	1	0
5089	71744	2	1673
5089	71744	3	1546
5090	71746	0	8182
5090	71746	1	106
5090	71746	2	1562
5090	71746	3	1676
5091	71763	0	7364
5091	71763	1	69
5091	71763	2	1558
5091	71763	3	1680
5092	71766	0	2850
5092	71766	1	0
5092	71766	2	1627
5092	71766	3	1522
5093	71768	0	5311
5093	71768	1	0
5093	71768	2	1554
5093	71768	3	1589
5094	71773	0	5310
5094	71773	1	0
5094	71773	2	1663
5094	71773	3	1800
5095	71774	0	2853
5095	71774	1	74
5095	71774	2	1619
5095	71774	3	1512
5096	71774	0	3262
5096	71774	1	87
5096	71774	2	1612
5096	71774	3	1530
5097	71790	0	3671
5097	71790	1	0
5097	71790	2	1606
5097	71790	3	1547
5098	71792	2	1690
5098	71792	3	1602
5099	71826	2	1618
5099	71826	3	1521
5100	71828	0	6132
5100	71828	1	0
5100	71828	2	1550
5100	71828	3	1631
5101	71837	0	8191
5101	71837	1	160
5101	71837	2	1562
5101	71837	3	1701
5102	71842	2	1573
5102	71842	3	1714
5103	71846	0	7363
5103	71846	1	0
5103	71846	2	1569
5103	71846	3	1668
5104	71867	0	7771
5104	71867	1	0
5104	71867	2	1579
5104	71867	3	1703
5105	71876	0	2029
5105	71876	1	0
5105	71876	2	1616
5105	71876	3	1508
5106	71912	0	5310
5106	71912	1	168
5106	71912	2	1561
5106	71912	3	1594
5107	71920	2	1663
5107	71920	3	1612
5108	71936	0	8191
5108	71936	1	0
5108	71936	2	1508
5108	71936	3	1671
5109	71954	2	1676
5109	71954	3	1619
5110	71971	0	394
5110	71971	1	0
5110	71971	2	1621
5110	71971	3	1519
5111	72025	2	1680
5111	72025	3	1617
5112	72030	2	1684
5112	72030	3	1619
5113	72037	0	1622
5113	72037	1	0
5113	72037	2	1633
5113	72037	3	1515
5114	72070	2	1674
5114	72070	3	1606
5115	72076	0	8191
5115	72076	1	0
5115	72076	2	1666
5115	72076	3	1562
5116	72085	0	803
5116	72085	1	42
5116	72085	2	1645
5116	72085	3	1517
5117	72087	0	8191
5117	72087	1	0
5117	72087	2	1650
5117	72087	3	1541
5118	72102	0	5724
5118	72102	1	0
5118	72102	2	1557
5118	72102	3	1615
5119	72126	0	803
5119	72126	1	40
5119	72126	2	1658
5119	72126	3	1526
5120	72159	0	8191
5120	72159	1	98
5120	72159	2	1665
5120	72159	3	1555
5121	72161	0	6953
5121	72161	1	67
5121	72161	2	1555
5121	72161	3	1663
5122	72162	0	2852
5122	72162	1	43
5122	72162	2	1611
5122	72162	3	1522
5123	72213	0	8191
5123	72213	1	0
5123	72213	2	1669
5123	72213	3	1558
5124	72221	0	8191
5124	72221	1	0
5124	72221	2	1552
5124	72221	3	1702
5125	72232	0	2440
5125	72232	1	0
5125	72232	2	1621
5125	72232	3	1520
5126	72252	0	5722
5126	72252	1	0
5126	72252	2	1561
5126	72252	3	1616
5127	72305	0	8191
5127	72305	1	0
5127	72305	2	1681
5127	72305	3	1564
5128	72339	0	4081
5128	72339	1	0
5128	72339	2	1590
5128	72339	3	1546
5129	72354	0	6953
5129	72354	1	0
5130	72356	0	8191
5130	72356	1	0
5130	72356	2	1683
5130	72356	3	1545
5131	72369	0	8191
5131	72369	1	0
5131	72369	2	1562
5131	72369	3	1699
5132	72387	0	2438
5132	72387	1	0
5132	72387	2	1625
5132	72387	3	1515
5133	72398	0	7775
5133	72398	1	0
5133	72398	2	1561
5133	72398	3	1684
5134	72405	0	8191
5134	72405	1	0
5134	72405	2	1660
5134	72405	3	1552
5135	72419	2	1581
5135	72419	3	1555
5136	72427	0	5721
5136	72427	1	0
5136	72427	2	1568
5136	72427	3	1612
5137	72428	2	1568
5137	72428	3	1596
