# Event	Time [ms]	ADC	datum
1201	15962	0	8191
1201	15962	1	0
1201	15962	2	1664
1201	15962	3	1591
1202	15969	0	4080
1202	15969	1	0
1202	15969	2	1583
1202	15969	3	1552
1203	15991	0	4488
1203	15991	1	0
1203	15991	2	1580
1203	15991	3	1559
1204	15992	0	6133
1204	15992	1	0
1204	15992	2	1553
1204	15992	3	1625
1205	16015	0	4082
1205	16015	1	0
1205	16015	2	1601
1205	16015	3	1537
1206	16017	0	7773
1206	16017	1	0
1206	16017	2	1553
1206	16017	3	1683
1207	16026	0	2031
1207	16026	1	0
1207	16026	2	1637
1207	16026	3	1515
1208	16045	0	3669
1208	16045	1	0
1208	16045	2	1639
1208	16045	3	1539
1209	16049	0	2440
1209	16049	1	0
1209	16049	2	1622
1209	16049	3	1518
1210	16057	0	8191
1210	16057	1	45
1210	16057	2	1666
1210	16057	3	1580
1211	16083	2	1683
1211	16083	3	1630
1212	16104	0	6132
1212	16104	1	0
1212	16104	2	1565
1212	16104	3	1641
1213	16267	2	1677
1213	16267	3	1622
1214	16278	0	1211
1214	16278	1	0
1214	16278	2	1635
1214	16278	3	1515
1215	16283	0	8191
1215	16283	1	48
1216	16309	2	1650
1216	16309	3	1587
1217	16322	0	395
1217	16322	1	0
1217	16322	2	1648
1217	16322	3	1535
1218	16325	0	1624
1218	16325	1	0
1218	16325	2	1633
1218	16325	3	1511
1219	16358	0	1216
1219	16358	1	88
1219	16358	2	1649
1219	16358	3	1528
1220	16361	2	1607
1220	16361	3	1526
1221	16364	0	3669
1221	16364	1	0
1221	16364	2	1617
1221	16364	3	1546
1222	16394	2	1618
1222	16394	3	1520
1223	16398	0	2030
1223	16398	1	78
1223	16398	2	1634
1223	16398	3	1511
1224	16400	0	2031
1224	16400	1	0
1224	16400	2	1632
1224	16400	3	1526
1225	16405	0	3671
1225	16405	1	0
1225	16405	2	1594
1225	16405	3	1532
1226	16409	0	6950
1226	16409	1	46
1226	16409	2	1828
1226	16409	3	2725
1227	16440	0	7362
1227	16440	1	0
1227	16440	2	1555
1227	16440	3	1669
1228	16497	0	8191
1228	16497	1	0
1228	16497	2	1656
1228	16497	3	1551
1229	16510	0	6954
1229	16510	1	0
1229	16510	2	1560
1229	16510	3	1659
1230	16547	0	5313
1230	16547	1	0
1230	16547	2	1587
1230	16547	3	1600
1231	16603	2	1690
1231	16603	3	1596
1232	16604	2	1555
1232	16604	3	1704
1233	16653	0	8191
1233	16653	1	0
1233	16653	2	1676
1233	16653	3	1569
1234	16714	0	8191
1234	16714	1	45
1234	16714	2	1675
1234	16714	3	1577
1235	16728	2	1673
1235	16728	3	1609
1236	16748	0	4489
1236	16748	1	0
1236	16748	2	1571
1236	16748	3	1556
1237	16760	0	7775
1237	16760	1	66
1237	16760	2	1562
1237	16760	3	1681
1238	16761	2	1682
1238	16761	3	1597
1239	16763	0	4082
1239	16763	1	0
1239	16763	2	1596
1239	16763	3	1541
1240	16772	0	2033
1240	16772	1	0
1240	16772	2	1633
1240	16772	3	1512
1241	16776	0	8181
1241	16776	1	0
1241	16776	2	1551
1241	16776	3	1684
1242	16796	0	5309
1242	16796	1	0
1242	16796	2	1543
1242	16796	3	1578
1243	16819	0	3669
1243	16819	1	59
1243	16819	2	1604
1243	16819	3	1535
1244	16852	0	6133
1244	16852	1	0
1244	16852	2	1559
1244	16852	3	1621
1245	16866	2	1662
1245	16866	3	1603
1246	16872	0	1620
1246	16872	1	0
1246	16872	2	1640
1246	16872	3	1509
1247	16880	0	8191
1247	16880	1	0
1247	16880	2	1537
1247	16880	3	1683
1248	16895	0	1211
1248	16895	1	0
1248	16895	2	1637
1248	16895	3	1513
1249	16911	2	1652
1249	16911	3	1529
1250	16922	0	6955
1250	16922	1	58
1250	16922	2	1552
1250	16922	3	1657
1251	16945	0	5723
1251	16945	1	0
1251	16945	2	1562
1251	16945	3	1612
1252	16952	0	3668
1252	16952	1	0
1252	16952	2	1600
1252	16952	3	1541
1253	16954	0	8191
1253	16954	1	0
1253	16954	2	1658
1253	16954	3	1580
1254	16962	0	7361
1254	16962	1	76
1254	16962	2	1560
1254	16962	3	1671
1255	16965	0	8191
1255	16965	1	0
1255	16965	2	1658
1255	16965	3	1545
1256	16965	0	4900
1256	16965	1	42
1256	16965	2	1583
1256	16965	3	1578
1257	16968	0	1213
1257	16968	1	60
1257	16968	2	1635
1257	16968	3	1512
1258	17010	0	4079
1258	17010	1	0
1258	17010	2	1595
1258	17010	3	1546
1259	17044	2	1669
1259	17044	3	1597
1260	17053	0	8182
1260	17053	1	186
1260	17053	2	1559
1260	17053	3	1679
1261	17067	0	6543
1261	17067	1	0
1261	17067	2	1549
1261	17067	3	1645
1262	17075	0	2034
1262	17075	1	55
1262	17075	2	1624
1262	17075	3	1514
1263	17076	2	1666
1263	17076	3	1611
1264	17118	0	4905
1264	17118	1	0
1264	17118	2	1569
1264	17118	3	1573
1265	17123	0	8191
1265	17123	1	0
1265	17123	2	1566
1265	17123	3	1706
1266	17163	0	392
1266	17163	1	0
1266	17163	2	1646
1266	17163	3	1524
1267	17173	0	4900
1267	17173	1	0
1267	17173	2	1583
1267	17173	3	1582
1268	17190	0	8191
1268	17190	1	0
1268	17190	2	1566
1268	17190	3	1704
1269	17195	0	5312
1269	17195	1	0
1269	17195	2	1559
1269	17195	3	1588
1270	17199	0	2852
1270	17199	1	86
1270	17199	2	1606
1270	17199	3	1514
1271	17210	0	8191
1271	17210	1	50
1271	17210	2	1668
1271	17210	3	1549
1272	17212	0	6952
1272	17212	1	0
1272	17212	2	1534
1272	17212	3	1650
1273	17216	0	4490
1273	17216	1	49
1273	17216	2	1581
1273	17216	3	1562
1274	17218	0	2851
1274	17218	1	0
1274	17218	2	1602
1274	17218	3	1518
1275	17224	0	7773
1275	17224	1	0
1275	17224	2	1553
1275	17224	3	1686
1276	17236	2	1662
1276	17236	3	1603
1277	17237	0	8191
1277	17237	1	47
1277	17237	2	1659
1277	17237	3	1540
1278	17246	0	8183
1278	17246	1	48
1278	17246	2	1562
1278	17246	3	1683
1279	17255	0	8184
1279	17255	1	37
1279	17255	2	1563
1279	17255	3	1697
1280	17256	2	1666
1280	17256	3	1569
1281	17259	0	6952
1281	17259	1	0
1281	17259	2	1554
1281	17259	3	1656
1282	17276	0	6544
1282	17276	1	53
1282	17276	2	1553
1282	17276	3	1655
1283	17281	2	1687
1283	17281	3	1627
1284	17317	0	8191
1284	17317	1	0
1284	17317	2	1655
1284	17317	3	1532
1285	17322	0	7773
1285	17322	1	0
1285	17322	2	1560
1285	17322	3	1686
1286	17338	0	6954
1286	17338	1	0
1286	17338	2	1566
1286	17338	3	1661
1287	17349	0	2031
1287	17349	1	0
1287	17349	2	1641
1287	17349	3	1518
1288	17353	0	8191
1288	17353	1	0
1288	17353	2	1662
1288	17353	3	1561
1289	17358	0	7364
1289	17358	1	81
1289	17358	2	1555
1289	17358	3	1671
1290	17368	2	1680
1290	17368	3	1613
1291	17371	0	8182
1291	17371	1	0
1291	17371	2	1565
1291	17371	3	1691
1292	17392	0	2853
1292	17392	1	0
1292	17392	2	1611
1292	17392	3	1528
1293	17398	2	1690
1293	17398	3	1600
1294	17400	0	8191
1294	17400	1	0
1294	17400	2	1564
1294	17400	3	1702
1295	17424	0	8191
1295	17424	1	0
1295	17424	2	1562
1295	17424	3	1710
1296	17424	2	1675
1296	17424	3	1609
1297	17427	2	1678
1297	17427	3	1599
1298	17444	2	1571
1298	17444	3	1592
1299	17454	2	1683
1299	17454	3	1618
1300	17481	0	8191
1300	17481	1	62
1301	17482	0	7771
1301	17482	1	0
1301	17482	2	1566
1301	17482	3	1687
1302	17494	0	6132
1302	17494	1	106
1302	17494	2	1572
1302	17494	3	1634
1303	17523	0	4491
1303	17523	1	0
1303	17523	2	1586
1303	17523	3	1559
1304	17543	0	804
1304	17543	1	94
1304	17543	2	1641
1304	17543	3	1529
1305	17548	2	1563
1305	17548	3	1671
1306	17552	0	5309
1306	17552	1	0
1306	17552	2	1577
1306	17552	3	1601
1307	17581	0	8191
1307	17581	1	0
1308	17581	0	6134
1308	17581	1	0
1308	17581	2	1568
1308	17581	3	1639
1309	17591	0	8191
1309	17591	1	0
1309	17591	2	1670
1309	17591	3	1587
1310	17691	0	3261
1310	17691	1	0
1310	17691	2	1603
1310	17691	3	1522
1311	17705	0	7362
1311	17705	1	134
1311	17705	2	1539
1311	17705	3	1666
1312	17709	0	3260
1312	17709	1	61
1312	17709	2	1533
1312	17709	3	2726
1313	17709	0	8191
1313	17709	1	0
1313	17709	2	1676
1313	17709	3	1576
1314	17710	2	1664
1314	17710	3	1600
1315	17792	0	8191
1315	17792	1	0
1315	17792	2	1656
1315	17792	3	1556
1316	17822	0	7365
1316	17822	1	50
1316	17822	2	1564
1316	17822	3	1664
1317	17837	0	6133
1317	17837	1	0
1317	17837	2	1565
1317	17837	3	1634
1318	17850	0	8191
1318	17850	1	0
1318	17850	2	1655
1318	17850	3	1545
1319	17864	2	1673
1319	17864	3	1599
1320	17884	0	6542
1320	17884	1	0
1320	17884	2	1553
1320	17884	3	1644
1321	17887	0	7773
1321	17887	1	57
1321	17887	2	1555
1321	17887	3	1694
1322	17903	0	8191
1322	17903	1	0
1322	17903	2	1565
1322	17903	3	1700
1323	17906	2	1663
1323	17906	3	1550
1324	17931	0	7775
1324	17931	1	0
1324	17931	2	1547
1324	17931	3	1684
1325	17973	0	8191
1325	17973	1	46
1325	17973	2	1558
1325	17973	3	1708
1326	17995	0	4488
1326	17995	1	0
1327	17995	0	8191
1327	17995	1	78
1327	17995	2	1664
1327	17995	3	1544
1328	18015	2	1690
1328	18015	3	1627
1329	18018	0	3668
1329	18018	1	0
1329	18018	2	1597
1329	18018	3	1538
1330	18035	0	8191
1330	18035	1	104
1330	18035	2	1657
1330	18035	3	1551
1331	18101	2	1662
1331	18101	3	1611
1332	18113	0	394
1332	18113	1	37
1332	18113	2	1661
1332	18113	3	1520
1333	18133	2	1668
1333	18133	3	1631
1334	18134	0	6133
1334	18134	1	94
1334	18134	2	1555
1334	18134	3	1630
1335	18169	2	1661
1335	18169	3	1607
1336	18196	0	8191
1336	18196	1	0
1336	18196	2	1566
1336	18196	3	1685
1337	18236	0	394
1337	18236	1	0
1337	18236	2	1644
1337	18236	3	1522
1338	18252	0	5722
1338	18252	1	0
1338	18252	2	1558
1338	18252	3	1605
1339	18290	0	5720
1339	18290	1	0
1339	18290	2	1557
1339	18290	3	1624
1340	18307	0	2850
1340	18307	1	61
1340	18307	2	1621
1340	18307	3	1525
1341	18333	2	1673
1341	18333	3	1610
1342	18339	0	8191
1342	18339	1	38
1342	18339	2	1652
1342	18339	3	1544
1343	18363	0	4492
1343	18363	1	0
1343	18363	2	1586
1343	18363	3	1564
1344	18396	0	8183
1344	18396	1	0
1344	18396	2	1554
1344	18396	3	1690
1345	18410	0	4491
1345	18410	1	0
1345	18410	2	1583
1345	18410	3	1562
1346	18411	0	2031
1346	18411	1	0
1346	18411	2	1632
1346	18411	3	1508
1347	18414	2	1564
1347	18414	3	1591
1348	18416	2	1673
1348	18416	3	1591
1349	18433	0	395
1349	18433	1	44
1349	18433	2	1652
1349	18433	3	1529
1350	18434	0	801
1350	18434	1	0
1350	18434	2	1648
1350	18434	3	1530
1351	18463	0	8191
1351	18463	1	64
1351	18463	2	1670
1351	18463	3	1540
1352	18474	0	2033
1352	18474	1	49
1352	18474	2	1645
1352	18474	3	1522
1353	18477	0	4491
1353	18477	1	79
1353	18477	2	1585
1353	18477	3	1555
1354	18489	0	802
1354	18489	1	0
1354	18489	2	1659
1354	18489	3	1520
1355	18508	0	8191
1355	18508	1	0
1355	18508	2	1565
1355	18508	3	1698
1356	18510	2	1674
1356	18510	3	1609
1357	18555	0	6135
1357	18555	1	0
1357	18555	2	1545
1357	18555	3	1616
1358	18571	0	2033
1358	18571	1	0
1358	18571	2	1624
1358	18571	3	1514
1359	18583	0	2034
1359	18583	1	85
1359	18583	2	1620
1359	18583	3	1518
1360	18586	2	1555
1360	18586	3	1681
1361	18600	0	803
1361	18600	1	0
1361	18600	2	1654
1361	18600	3	1517
1362	18602	0	2030
1362	18602	1	0
1362	18602	2	1640
1362	18602	3	1512
1363	18641	0	804
1363	18641	1	40
1363	18641	2	1659
1363	18641	3	1518
1364	18649	0	8191
1364	18649	1	38
1364	18649	2	1647
1364	18649	3	1560
1365	18657	2	1684
1365	18657	3	1615
1366	18661	0	801
1366	18661	1	0
1366	18661	2	1647
1366	18661	3	1515
1367	18706	0	8182
1367	18706	1	0
1367	18706	2	1557
1367	18706	3	1696
1368	18718	0	8191
1368	18718	1	56
1368	18718	2	1659
1368	18718	3	1569
1369	18726	0	3668
1369	18726	1	0
1369	18726	2	1598
1369	18726	3	1535
1370	18731	2	1571
1370	18731	3	1644
1371	18742	0	5720
1371	18742	1	0
1371	18742	2	1570
1371	18742	3	1616
1372	18745	0	4489
1372	18745	1	0
1372	18745	2	1569
1372	18745	3	1569
1373	18746	0	8182
1373	18746	1	0
1373	18746	2	1560
1373	18746	3	1690
1374	18751	0	8191
1374	18751	1	0
1374	18751	2	1563
1374	18751	3	1706
1375	18772	0	2853
1375	18772	1	0
1375	18772	2	1613
1375	18772	3	1524
1376	18790	2	1666
1376	18790	3	1541
1377	18794	2	1658
1377	18794	3	1590
1378	18800	0	8191
1378	18800	1	0
1378	18800	2	1561
1378	18800	3	1705
1379	18800	0	2031
1379	18800	1	0
1379	18800	2	1625
1379	18800	3	1510
1380	18806	0	3260
1380	18806	1	0
1380	18806	2	1606
1380	18806	3	1524
1381	18807	0	2440
1381	18807	1	72
1381	18807	2	1619
1381	18807	3	1513
1382	18808	0	2031
1382	18808	1	57
1382	18808	2	1622
1382	18808	3	1516
1383	18811	0	4491
1383	18811	1	0
1383	18811	2	1578
1383	18811	3	1556
1384	18816	2	1677
1384	18816	3	1618
1385	18817	0	8191
1385	18817	1	0
1385	18817	2	1664
1385	18817	3	1530
1386	18819	0	8191
1386	18819	1	0
1386	18819	2	1648
1386	18819	3	1566
1387	18835	2	1662
1387	18835	3	1603
1388	18851	0	8191
1388	18851	1	0
1388	18851	2	1657
1388	18851	3	1571
1389	18873	0	6956
1389	18873	1	0
1389	18873	2	1550
1389	18873	3	1664
1390	18873	0	8191
1390	18873	1	0
1390	18873	2	1669
1390	18873	3	1554
1391	18875	0	804
1391	18875	1	0
1391	18875	2	1667
1391	18875	3	1518
1392	18883	2	1674
1392	18883	3	1629
1393	18893	2	1681
1393	18893	3	1607
1394	18897	0	2442
1394	18897	1	48
1394	18897	2	1616
1394	18897	3	1522
1395	18907	2	1669
1395	18907	3	1603
1396	18908	2	1554
1396	18908	3	1687
1397	18947	0	3672
1397	18947	1	0
1397	18947	2	1612
1397	18947	3	1536
1398	18958	0	3261
1398	18958	1	0
1398	18958	2	1604
1398	18958	3	1518
1399	18960	2	1654
1399	18960	3	1589
1400	18967	2	1670
1400	18967	3	1588
1401	18972	2	1687
1401	18972	3	1588
1402	18974	0	5720
1402	18974	1	0
1402	18974	2	1570
1402	18974	3	1609
1403	19005	0	8191
1403	19005	1	0
1403	19005	2	1562
1403	19005	3	1712
1404	19010	0	4901
1404	19010	1	0
1404	19010	2	1600
1404	19010	3	2726
1405	19030	0	4078
1405	19030	1	0
1405	19030	2	1588
1405	19030	3	1551
1406	19031	0	395
1406	19031	1	68
1406	19031	2	1663
1406	19031	3	1523
1407	19038	2	1672
1407	19038	3	1597
1408	19039	0	6131
1408	19039	1	0
1408	19039	2	1567
1408	19039	3	1645
1409	19039	0	4490
1409	19039	1	0
1409	19039	2	1599
1409	19039	3	1565
1410	19046	0	2031
1410	19046	1	0
1410	19046	2	1637
1410	19046	3	1521
1411	19053	2	1664
1411	19053	3	1601
1412	19061	0	4489
1412	19061	1	0
1412	19061	2	1591
1412	19061	3	1558
1413	19068	0	8191
1413	19068	1	0
1414	19087	0	3262
1414	19087	1	46
1414	19087	2	1613
1414	19087	3	1530
1415	19104	0	8191
1415	19104	1	0
1415	19104	2	1654
1415	19104	3	1558
1416	19147	0	2440
1416	19147	1	0
1416	19147	2	1608
1416	19147	3	1524
1417	19154	0	8191
1417	19154	1	69
1417	19154	2	1680
1417	19154	3	1548
1418	19160	2	1680
1418	19160	3	1568
1419	19160	2	1673
1419	19160	3	1614
1420	19170	0	8191
1420	19170	1	0
1420	19170	2	1561
1420	19170	3	1702
1421	19176	0	8191
1421	19176	1	0
1421	19176	2	1659
1421	19176	3	1523
1422	19176	2	1685
1422	19176	3	1619
1423	19186	0	3670
1423	19186	1	96
1423	19186	2	1594
1423	19186	3	1531
1424	19194	2	1645
1424	19194	3	1530
1425	19243	2	1652
1425	19243	3	1608
1426	19259	0	6134
1426	19259	1	0
1426	19259	2	1561
1426	19259	3	1629
1427	19268	0	5724
1427	19268	1	0
1427	19268	2	1572
1427	19268	3	1612
1428	19283	0	8191
1428	19283	1	0
1428	19283	2	1663
1428	19283	3	1546
1429	19290	0	2032
1429	19290	1	0
1429	19290	2	1626
1429	19290	3	1516
1430	19300	0	1621
1430	19300	1	0
1430	19300	2	1624
1430	19300	3	1522
1431	19302	0	6133
1431	19302	1	86
1431	19302	2	1554
1431	19302	3	1639
1432	19319	0	6134
1432	19319	1	71
1432	19319	2	1574
1432	19319	3	1633
1433	19320	2	1643
1433	19320	3	1508
1434	19336	2	1619
1434	19336	3	1524
1435	19336	0	6542
1435	19336	1	0
1435	19336	2	1567
1435	19336	3	1647
1436	19370	0	7772
1436	19370	1	0
1436	19370	2	1559
1436	19370	3	1673
1437	19373	0	7361
1437	19373	1	0
1437	19373	2	1556
1437	19373	3	1664
1438	19393	2	1676
1438	19393	3	1604
1439	19403	0	8182
1439	19403	1	50
1439	19403	2	1549
1439	19403	3	1680
1440	19405	0	396
1440	19405	1	0
1440	19405	2	1658
1440	19405	3	1532
1441	19413	0	4491
1441	19413	1	43
1441	19413	2	1583
1441	19413	3	1562
1442	19414	0	3671
1442	19414	1	78
1442	19414	2	1602
1442	19414	3	1547
1443	19456	0	2853
1443	19456	1	0
1443	19456	2	1550
1443	19456	3	2727
1444	19468	2	1668
1444	19468	3	1613
1445	19469	2	1674
1445	19469	3	1587
1446	19475	0	6131
1446	19475	1	0
1446	19475	2	1558
1446	19475	3	1627
1447	19531	0	2441
1447	19531	1	0
1447	19531	2	1625
1447	19531	3	1514
1448	19552	0	7364
1448	19552	1	0
1448	19552	2	1553
1448	19552	3	1668
1449	19552	0	2439
1449	19552	1	0
1449	19552	2	1633
1449	19552	3	1508
1450	19554	0	8191
1450	19554	1	59
1450	19554	2	1661
1450	19554	3	1582
1451	19571	0	6954
1451	19571	1	0
1452	19630	0	8191
1452	19630	1	46
1452	19630	2	1665
1452	19630	3	1550
1453	19651	0	8191
1453	19651	1	43
1453	19651	2	1674
1453	19651	3	1577
1454	19668	0	802
1454	19668	1	0
1454	19668	2	1659
1454	19668	3	1520
1455	19687	0	8191
1455	19687	1	0
1455	19687	2	1661
1455	19687	3	1559
1456	19705	0	4903
1456	19705	1	0
1456	19705	2	1583
1456	19705	3	1574
1457	19707	2	1683
1457	19707	3	1619
1458	19723	0	2441
1458	19723	1	0
1458	19723	2	1628
1458	19723	3	1524
1459	19728	2	1648
1459	19728	3	1528
1460	19734	0	8191
1460	19734	1	42
1460	19734	2	1664
1460	19734	3	1535
1461	19736	0	4903
1461	19736	1	72
1461	19736	2	1582
1461	19736	3	1572
1462	19751	0	8191
1462	19751	1	0
1462	19751	2	1663
1462	19751	3	1556
1463	19784	0	8191
1463	19784	1	0
1463	19784	2	1669
1463	19784	3	1562
1464	19793	0	397
1464	19793	1	42
1464	19793	2	1648
1464	19793	3	1526
1465	19794	0	2031
1465	19794	1	0
1465	19794	2	1607
1465	19794	3	1507
1466	19819	2	1645
1466	19819	3	1598
1467	19848	0	4905
1467	19848	1	0
1467	19848	2	1573
1467	19848	3	1574
1468	19875	0	6544
1468	19875	1	0
1468	19875	2	1559
1468	19875	3	1651
1469	19876	0	7364
1469	19876	1	0
1469	19876	2	1548
1469	19876	3	1675
1470	19893	0	8191
1470	19893	1	0
1470	19893	2	1662
1470	19893	3	1553
1471	19907	0	8191
1471	19907	1	0
1472	19910	0	2032
1472	19910	1	67
1472	19910	2	1640
1472	19910	3	1524
1473	19914	2	1676
1473	19914	3	1600
1474	19914	0	8184
1474	19914	1	0
1474	19914	2	1564
1474	19914	3	1692
1475	19929	0	2032
1475	19929	1	40
1475	19929	2	1635
1475	19929	3	1513
1476	19981	0	8191
1476	19981	1	0
1476	19981	2	1564
1476	19981	3	1705
1477	19981	0	805
1477	19981	1	0
1477	19981	2	1643
1477	19981	3	1532
1478	19994	0	2440
1478	19994	1	0
1478	19994	2	1622
1478	19994	3	1508
1479	20000	2	1660
1479	20000	3	1586
1480	20001	2	1596
1480	20001	3	1518
1481	20024	0	397
1481	20024	1	0
1481	20024	2	1660
1481	20024	3	1536
1482	20032	2	1666
1482	20032	3	1618
1483	20047	0	8191
1483	20047	1	0
1483	20047	2	1531
1483	20047	3	1601
1484	20075	2	1679
1484	20075	3	1630
1485	20083	0	6955
1485	20083	1	0
1485	20083	2	1557
1485	20083	3	1654
1486	20085	0	7773
1486	20085	1	0
1486	20085	2	1550
1486	20085	3	1681
1487	20106	0	4079
1487	20106	1	0
1487	20106	2	1585
1487	20106	3	1545
1488	20121	2	1679
1488	20121	3	1619
1489	20129	0	8191
1489	20129	1	0
1489	20129	2	1669
1489	20129	3	1555
1490	20138	0	8191
1490	20138	1	109
1490	20138	2	1672
1490	20138	3	1584
1491	20151	0	4900
1491	20151	1	0
1491	20151	2	1563
1491	20151	3	1579
1492	20170	2	1667
1492	20170	3	1550
1493	20201	0	4904
1493	20201	1	93
1493	20201	2	1570
1493	20201	3	1586
1494	20201	2	1671
1494	20201	3	1633
1495	20205	2	1683
1495	20205	3	1615
1496	20224	0	8191
1496	20224	1	0
1497	20235	2	1656
1497	20235	3	1599
1498	20240	0	8191
1498	20240	1	0
1498	20240	2	1565
1498	20240	3	1690
1499	20244	0	5310
1499	20244	1	100
1499	20244	2	1571
1499	20244	3	1597
1500	20295	0	8191
1500	20295	1	0
1500	20295	2	1668
1500	20295	3	1561
1501	20309	0	8182
1501	20309	1	0
1501	20309	2	1551
1501	20309	3	1695
1502	20318	0	7363
1502	20318	1	0
1502	20318	2	1560
1502	20318	3	1677
1503	20320	0	8191
1503	20320	1	88
1503	20320	2	1662
1503	20320	3	1559
1504	20331	0	3260
1504	20331	1	0
1504	20331	2	1609
1504	20331	3	1531
1505	20374	0	8191
1505	20374	1	0
1505	20374	2	1651
1505	20374	3	1554
1506	20375	2	1687
1506	20375	3	1620
1507	20392	0	6134
1507	20392	1	0
1507	20392	2	1667
1507	20392	3	2727
1508	20409	0	8191
1508	20409	1	0
1508	20409	2	1656
1508	20409	3	1540
1509	20427	0	804
1509	20427	1	0
1509	20427	2	1644
1509	20427	3	1512
1510	20460	0	5311
1510	20460	1	0
1510	20460	2	1568
1510	20460	3	1600
1511	20491	0	397
1511	20491	1	0
1511	20491	2	1661
1511	20491	3	1537
1512	20492	0	1623
1512	20492	1	0
1512	20492	2	1648
1512	20492	3	1516
1513	20495	0	3260
1513	20495	1	0
1513	20495	2	1608
1513	20495	3	1522
1514	20528	2	1641
1514	20528	3	1512
1515	20556	0	8191
1515	20556	1	0
1515	20556	2	1661
1515	20556	3	1587
1516	20565	0	7363
1516	20565	1	0
1516	20565	2	1550
1516	20565	3	1672
1517	20585	0	8191
1517	20585	1	0
1517	20585	2	1549
1517	20585	3	1700
1518	20593	0	2852
1518	20593	1	0
1518	20593	2	1614
1518	20593	3	1520
1519	20639	0	8191
1519	20639	1	0
1519	20639	2	1578
1519	20639	3	1713
1520	20649	2	1675
1520	20649	3	1606
1521	20686	0	8186
1521	20686	1	0
1521	20686	2	1563
1521	20686	3	1683
1522	20691	0	7772
1522	20691	1	0
1522	20691	2	1564
1522	20691	3	1684
1523	20709	0	2439
1523	20709	1	0
1523	20709	2	1636
1523	20709	3	1510
1524	20722	0	8191
1524	20722	1	0
1524	20722	2	1670
1524	20722	3	1572
1525	20725	0	5721
1525	20725	1	0
1525	20725	2	1560
1525	20725	3	1612
1526	20731	0	3670
1526	20731	1	0
1526	20731	2	1596
1526	20731	3	1539
1527	20740	0	2438
1527	20740	1	0
1527	20740	2	1612
1527	20740	3	1515
1528	20755	0	7775
1528	20755	1	38
1528	20755	2	1543
1528	20755	3	1686
1529	20806	2	1651
1529	20806	3	1547
1530	20824	0	8191
1530	20824	1	0
1530	20824	2	1651
1530	20824	3	1567
1531	20825	0	3669
1531	20825	1	0
1531	20825	2	1597
1531	20825	3	1536
1532	20866	0	3263
1532	20866	1	72
1532	20866	2	1564
1532	20866	3	1506
1533	20869	0	4901
1533	20869	1	96
1533	20869	2	1492
1533	20869	3	1549
1534	20916	0	2441
1534	20916	1	0
1534	20916	2	1620
1534	20916	3	1523
1535	20926	0	2032
1535	20926	1	40
1535	20926	2	1635
1535	20926	3	1517
1536	20957	2	1682
1536	20957	3	1595
1537	20959	0	4488
1537	20959	1	0
1537	20959	2	1581
1537	20959	3	1559
1538	20962	0	393
1538	20962	1	0
1538	20962	2	1650
1538	20962	3	1537
1539	20973	0	8191
1539	20973	1	0
1539	20973	2	1654
1539	20973	3	1567
1540	20999	0	8191
1540	20999	1	0
1540	20999	2	1566
1540	20999	3	1708
1541	21015	2	1636
1541	21015	3	1595
1542	21017	0	6546
1542	21017	1	75
1542	21017	2	1553
1542	21017	3	1636
1543	21035	2	1675
1543	21035	3	1611
1544	21072	0	8191
1544	21072	1	70
1544	21072	2	1560
1544	21072	3	1706
1545	21077	0	8191
1545	21077	1	0
1545	21077	2	1645
1545	21077	3	1539
1546	21079	0	4080
1546	21079	1	0
1546	21079	2	1598
1546	21079	3	1545
1547	21105	0	4080
1547	21105	1	0
1547	21105	2	1601
1547	21105	3	1548
1548	21118	0	8191
1548	21118	1	0
1548	21118	2	1657
1548	21118	3	1582
1549	21123	0	1620
1549	21123	1	0
1549	21123	2	1662
1549	21123	3	1518
1550	21123	2	1660
1550	21123	3	1564
1551	21126	2	1564
1551	21126	3	1696
1552	21135	0	1213
1552	21135	1	74
1552	21135	2	1645
1552	21135	3	1521
1553	21138	0	6544
1553	21138	1	0
1553	21138	2	1561
1553	21138	3	1646
1554	21170	0	4900
1554	21170	1	62
1554	21170	2	1569
1554	21170	3	1584
1555	21172	0	6954
1555	21172	1	0
1555	21172	2	1559
1555	21172	3	1658
1556	21213	0	803
1556	21213	1	115
1556	21213	2	1651
1556	21213	3	1534
1557	21232	0	8191
1557	21232	1	0
1557	21232	2	1651
1557	21232	3	1535
1558	21240	2	1600
1558	21240	3	1548
1559	21259	0	1214
1559	21259	1	0
1559	21259	2	1658
1559	21259	3	1519
1560	21274	0	4488
1560	21274	1	0
1560	21274	2	1588
1560	21274	3	1558
1561	21276	2	1669
1561	21276	3	1596
1562	21277	0	1622
1562	21277	1	0
1562	21277	2	1628
1562	21277	3	1518
1563	21281	2	1660
1563	21281	3	1588
1564	21303	0	1214
1564	21303	1	33
1564	21303	2	1645
1564	21303	3	1516
1565	21316	0	3262
1565	21316	1	84
1565	21316	2	1603
1565	21316	3	1521
1566	21317	0	2851
1566	21317	1	0
1566	21317	2	1619
1566	21317	3	1529
1567	21324	0	802
1567	21324	1	0
1567	21324	2	1656
1567	21324	3	1517
1568	21351	0	3668
1568	21351	1	0
1568	21351	2	1591
1568	21351	3	1536
1569	21359	2	1670
1569	21359	3	1602
1570	21367	0	8183
1570	21367	1	0
1570	21367	2	1564
1570	21367	3	1691
1571	21368	2	1678
1571	21368	3	1599
1572	21379	2	1673
1572	21379	3	1626
1573	21380	0	6952
1573	21380	1	0
1573	21380	2	1570
